row_number,time_window,source_zone,target_zone,task_key,baseline_vessel_count,step17_hybrid_vessel_count,candidate08_vessel_count,candidate08_difference_from_baseline,step17_difference_from_baseline,is_core_to_near,is_near_to_core,was_replaced,passed
950,1/31/2018 14:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
951,1/31/2018 14:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
952,1/31/2018 14:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
953,1/31/2018 14:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
954,1/31/2018 14:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
955,1/31/2018 15:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
956,1/31/2018 15:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
957,1/31/2018 15:00,近港区,核心区,near->core,2,2,2,0,0,False,True,False,True
958,1/31/2018 15:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
959,1/31/2018 15:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
960,1/31/2018 15:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
961,1/31/2018 16:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
962,1/31/2018 16:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
963,1/31/2018 16:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
964,1/31/2018 16:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
965,1/31/2018 16:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
966,1/31/2018 16:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
967,1/31/2018 17:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
968,1/31/2018 17:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
969,1/31/2018 17:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
970,1/31/2018 17:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
971,1/31/2018 17:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
972,1/31/2018 17:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
973,1/31/2018 18:00,核心区,近港区,core->near,2,2,2,0,0,True,False,True,True
974,1/31/2018 18:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
975,1/31/2018 18:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
976,1/31/2018 18:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
977,1/31/2018 18:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
978,1/31/2018 18:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
979,1/31/2018 19:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
980,1/31/2018 19:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
981,1/31/2018 19:00,近港区,核心区,near->core,1,2,1,0,1,False,True,False,True
982,1/31/2018 19:00,近港区,外围区,near->outer,1,1,1,0,0,False,False,False,True
983,1/31/2018 19:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
984,1/31/2018 19:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
985,1/31/2018 20:00,核心区,近港区,core->near,0,1,1,1,1,True,False,True,True
986,1/31/2018 20:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
987,1/31/2018 20:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
988,1/31/2018 20:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
989,1/31/2018 20:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
990,1/31/2018 20:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
991,1/31/2018 21:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
992,1/31/2018 21:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
993,1/31/2018 21:00,近港区,核心区,near->core,1,0,1,0,-1,False,True,False,True
994,1/31/2018 21:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
995,1/31/2018 21:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
996,1/31/2018 21:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
997,1/31/2018 22:00,核心区,近港区,core->near,2,1,1,-1,-1,True,False,True,True
998,1/31/2018 22:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
999,1/31/2018 22:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
1000,1/31/2018 22:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
1001,1/31/2018 22:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
1002,1/31/2018 22:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
1003,1/31/2018 23:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
1004,1/31/2018 23:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
1005,1/31/2018 23:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
1006,1/31/2018 23:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
1007,1/31/2018 23:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
1008,1/31/2018 23:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
